name,psnr,ssim,ms-ssim,rmse,mae
00000,39.7320408635203,0.9803770979245504,0.9918649729878402,0.01031330693513155,0.006406733300536871
00001,39.64708488344739,0.979876697063446,0.9919236786177968,0.010414675809442997,0.006481783930212259
00002,39.96387001183302,0.97983851035436,0.9918456368909859,0.010041682980954647,0.00643579475581646
00003,40.0339838758175,0.98076993227005,0.9919232949965686,0.009960951283574104,0.00640101870521903
00004,40.41930924904026,0.9803148706754049,0.9919336094956557,0.009528719820082188,0.006398389115929604
00005,40.22761547854016,0.9801823298136393,0.9918618478072458,0.009741351939737797,0.006388479843735695
